Al,Co,Cr,Cu,Fe,Mg,Mn,Ni,Si,Ti,V,Zn,YS,UTS,Elongation
94.44531536,0,0.074850171,0.816926573,0.019242242,0.844834205,0.007521644,3.04E-07,9.27E-06,0.002720218,4.32E-05,3.771730542,2217.726881,2216.596581,-242.340063
94.44680003,0,0.052623983,0.823141077,6.99E-09,0.893583641,0.016219055,0.000980312,1.12E-06,0.001094146,0.003298127,3.761609629,1088.212271,1082.37964,-112.6302352
94.44713144,0,0.0835746,0.953318431,2.07E-06,0.89219582,0.001934197,6.97E-08,6.55E-09,5.82E-09,0.003840068,3.756536077,1005.257213,999.0272614,-102.9415765
94.45219054,0,0.085308935,0.674909215,0,1.009361314,0.00075435,1.19E-08,1.23E-08,0.000198857,0.002358772,3.775576664,1734.398408,1730.592951,-186.8557811
94.45219054,0,0.085308935,0.695518145,0,1.009361314,0.002835702,1.19E-08,1.23E-08,0.000198857,0.002358772,3.775576664,1734.374758,1730.5693,-186.8321303
94.45623775,0,0.078366217,0.813160008,0.005862874,0.839488746,0.007243586,0.000878243,2.39E-09,0.001611436,0.008914544,3.788167992,5471.797819,5489.91342,-615.9910832
94.45713077,0,0.101570954,0.830749857,2.77E-07,0.805495068,5.63E-09,0.001949814,0.004022714,6.69E-08,0.011406417,3.787744393,2589.130946,2590.033909,-284.9603833
94.45713504,0,0.079009621,0.807916195,0.007490756,0.910749709,2.37E-05,0,3.18E-07,0.002556891,0.003996794,3.733722206,3491.474898,3497.501526,-388.6200683
94.45713504,0,0.079009621,0.807916195,0.007498411,0.910749709,2.37E-05,0,3.18E-07,0.003448746,0.000397192,3.733722206,3491.477481,3497.504109,-388.6226512
94.45713504,0,0.087325176,0.920577783,0.002898318,0.859349446,1.53E-05,7.32E-05,1.19E-05,0.00041867,0.008610421,3.77324019,3867368.603,3891827.352,-444047.8583
94.45800215,0,0.100443122,0.699131002,0.007549796,0.89012771,1.95E-09,8.93E-08,5.21E-06,0.002524529,0.013461335,3.827877634,1024.468512,1018.664497,-105.1606088
94.46074463,0,0.074850171,0.816926573,0.019242242,0.844834205,0.007456322,3.04E-07,9.27E-06,0.004280492,0.000118291,3.771730542,2217.743495,2216.613196,-242.3566777
94.46179468,0,0.1016223,0.7764306,3.69E-07,0.857969648,0.003181791,0.000657375,5.95E-06,0.003757156,0.000661818,3.79107042,15621.4727,15703.32229,-1781.418213
94.46327185,0,0.087325176,0.783394809,0.000709835,0.871623779,0.000453314,0.000381685,1.34E-06,0.004297338,0.0109499,3.777373216,2879.492813,2882.042238,-318.3102664
94.46616971,0,0.023269023,0.920561563,0,0.849153604,0.002827009,0.030275022,8.05E-08,0.001479081,0.001511527,3.704610028,1879.758232,1876.732441,-203.5410592
94.47131047,0,0.044914057,0.822637775,0.007476916,0.93655812,3.34E-08,1.57E-07,1.24E-09,0.003863931,0.0155549,3.697587694,21366.64489,21484.76872,-2441.09318
94.4729118,0,0.084699649,0.73198706,8.28E-08,0.873197603,7.18E-11,1.69E-08,5.21E-08,0.012950405,0.001103558,3.826713959,1009.377384,1003.141575,-103.552549
94.47291793,0,0.084699649,0.73198706,8.28E-08,0.873197603,7.18E-11,1.69E-08,3.48E-08,0.009323415,0.001103558,3.826713959,1009.380911,1003.145102,-103.5560759
94.47970601,0,0.087325176,0.882064558,6.10E-06,0.859349446,0.000289818,3.07E-07,4.64E-07,0.000853226,0.006594306,3.683658424,24116.98406,24252.48958,-2756.894728
94.48350826,0,0.086316456,0.872884345,0.006735324,0.915778723,0.000405997,4.83E-07,8.06E-07,4.51E-08,0,3.634271619,1128.12066,1122.084894,-117.2647586
94.48494264,0,0.079861752,0.81510232,0.005612838,0.856045325,0.002939099,4.05E-07,2.79E-09,0.001778085,0.007235918,3.69660799,1140.828944,1134.855197,-118.7229247
94.48769719,0,0.072923294,0.913147113,0.00215727,0.837526683,2.08E-06,1.90E-08,4.56E-06,0.003112644,0.009798321,3.67353094,46167.5391,46442.52268,-5288.790381
94.49383517,0,0.00427391,0.571819367,0.002309551,1.22537474,0.00525047,3.01E-07,7.46E-09,0.000421984,0.013221516,3.684773522,1264.162093,1258.426247,-132.8055839
94.49520517,0,0.078278449,0.574828549,0.019358172,0.986178656,0.00086828,1.35E-07,3.04E-06,0.000700395,0.014856613,3.829724016,1196.32633,1190.783821,-124.9338082
94.51077603,0,0.089880067,0.689855542,0.00575702,0.859349446,0.00465481,0.000697541,1.23E-05,0.005224571,0.010916087,3.822791973,1585.001018,1580.80898,-169.6293169
94.51106331,0,0.081263134,0.748887483,0.029568624,0.792393591,0.011425993,1.87E-08,7.07E-08,0.001187398,0.00228966,3.826710172,1006.225795,1000.099637,-103.1901323
94.51221431,0,0.081263134,0.748887483,0.029568624,0.792393591,0.005459895,1.87E-08,1.44E-07,0.001290016,0.00228966,3.826710172,1006.230687,1000.104528,-103.1950241
94.52202225,0,0.075132138,0.786041823,0.011952685,0.822607367,2.41E-08,5.14E-08,1.25E-06,0.004482586,0.018098298,3.759579645,1910.039068,1907.388221,-206.9358502
94.52942405,0,0.077064406,0.787868958,0.054867216,0.723530989,0.002023663,3.17E-10,3.44E-05,4.74E-05,0.001480894,3.823559853,1040.98471,1035.301985,-107.1880665
94.57353835,0,0.052623983,0.891916415,6.70E-09,0.893583641,0.016219055,0.000980312,1.12E-06,0.001094146,0.00554242,3.761856155,1088.012759,1082.180127,-112.430723
94.58843207,0,0.082358935,0.687347977,0.009547996,0.832590337,4.54E-10,3.77E-09,1.19E-05,0.006269901,0.015380449,3.779172579,6185.572374,6208.169562,-697.9478224
94.6005734,0,0.014144991,0.920561563,4.63E-05,0.849153604,0.002774485,0.030275022,8.05E-08,0.002484487,0.001511527,3.704610028,1879.632754,1876.606962,-203.4155805
94.60443764,0,0.073605551,0.845788809,2.01E-05,0.874448204,1.74E-08,1.38E-06,0,0.004334919,3.60E-07,3.597363402,2146.344013,2144.680438,-234.2024066
94.60481667,0,0.047067475,0.768465628,5.51E-08,0.913385701,0.003382361,3.41E-07,0.003451391,0.006022069,0.00381748,3.655999531,1063.229454,1057.374772,-109.8010504
94.61895082,0,0.07888805,0.827852783,0.000289599,0.86050481,2.63E-09,1.44E-07,7.56E-12,0.00449084,0.002789191,3.606136957,39470.76535,39703.36898,-4520.632793
94.66380321,0,0.084656164,0.740300853,0.001539427,0.830302876,1.27E-06,0.003958933,1.16E-05,0.006442538,0.00077188,3.638715318,134112.3682,134943.8781,-15386.80362
94.67192943,0,0.080043622,0.513143551,0.018602179,1.010973403,4.18E-08,9.42E-06,8.98E-08,0,0.008923476,3.69837181,1200.150686,1194.315178,-125.4954555
94.684364,0,0.079401395,0.668984557,0.004304473,0.813720322,0.005895316,2.12E-10,7.95E-09,0.011353247,4.31E-07,3.672825626,67278.4857,67687.04267,-7712.757659
94.68570172,0,0.000858456,0.763070342,1.87E-07,0.993213994,2.32E-05,4.75E-05,1.09E-05,0.004657427,0.030705399,3.517355093,1145.795779,1140.235587,-119.092411
94.68570172,0,0.000858456,0.763070342,1.87E-07,0.993213994,0.004308451,2.15E-05,1.09E-05,0.004657427,0.030705399,3.517355093,1145.79989,1140.239698,-119.0965224
94.73121996,0,0.087325176,0.882064558,6.10E-06,0.859349446,0.000962732,3.07E-07,4.64E-07,0.000309584,0.006594306,3.683658424,24116.73316,24252.23868,-2756.64383
94.76501355,0,0.079861752,0.699645476,0.002898517,0.856045325,0.002939099,1.22E-07,2.69E-08,0.001778085,0.003866655,3.587637057,1140.88844,1134.914693,-118.7824214
94.79363063,0,0.075132138,0.786042889,0.006933925,0.822607367,2.74E-07,5.14E-08,1.93E-09,0.004482586,0.018098298,3.761296935,1909.771544,1907.120697,-206.6683264
